symbol,weight
RELIANCE.NS,0.01834994638158568
TCS.NS,0.01779353261813174
INFY.NS,0.15146807831903236
HINDUNILVR.NS,0.15036788830684264
ITC.NS,0.14491785402893198
LT.NS,0.09192975894836945
HDFCBANK.NS,0.1902981101734295
AXISBANK.NS,0.0926469819066657
ICICIBANK.NS,0.06645775352022232
SBIN.NS,0.07577009579678864
