symbol,weight
RELIANCE.NS,0.01802914421590305
TCS.NS,0.03496491586532367
INFY.NS,0.14882004401167875
HINDUNILVR.NS,0.14773908802509506
ITC.NS,0.14238433374217951
LT.NS,0.09032260080479483
HDFCBANK.NS,0.1869712314676574
AXISBANK.NS,0.09102728494289436
ICICIBANK.NS,0.06529590864000581
SBIN.NS,0.07444544828446759
